"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CZE","HHEXP","TOT","MLN_USD","A","1992",52091.2651659037,
"CZE","HHEXP","TOT","MLN_USD","A","1993",54052.8585070501,
"CZE","HHEXP","TOT","MLN_USD","A","1994",57488.4400945691,
"CZE","HHEXP","TOT","MLN_USD","A","1995",61388.6327243105,
"CZE","HHEXP","TOT","MLN_USD","A","1996",67356.0621366917,
"CZE","HHEXP","TOT","MLN_USD","A","1997",70485.516114535,
"CZE","HHEXP","TOT","MLN_USD","A","1998",71062.606204802,
"CZE","HHEXP","TOT","MLN_USD","A","1999",74498.5014616879,
"CZE","HHEXP","TOT","MLN_USD","A","2000",77943.7882941976,
"CZE","HHEXP","TOT","MLN_USD","A","2001",84539.6448231355,
"CZE","HHEXP","TOT","MLN_USD","A","2002",85692.9503934237,
"CZE","HHEXP","TOT","MLN_USD","A","2003",91719.7019770914,
"CZE","HHEXP","TOT","MLN_USD","A","2004",96982.3688566861,
"CZE","HHEXP","TOT","MLN_USD","A","2005",101796.227818523,
"CZE","HHEXP","TOT","MLN_USD","A","2006",106473.78284754,
"CZE","HHEXP","TOT","MLN_USD","A","2007",115389.598469963,
"CZE","HHEXP","TOT","MLN_USD","A","2008",125304.266109597,
"CZE","HHEXP","TOT","MLN_USD","A","2009",128964.073312985,
"CZE","HHEXP","TOT","MLN_USD","A","2010",132133.815168911,
"CZE","HHEXP","TOT","MLN_USD","A","2011",137035.516830306,
"CZE","HHEXP","TOT","MLN_USD","A","2012",137927.776913147,
"CZE","HHEXP","TOT","MLN_USD","A","2013",144617.456547796,
"CZE","HHEXP","TOT","MLN_USD","A","2014",150774.079205762,
"CZE","HHEXP","TOT","MLN_USD","A","2015",153735.938138515,
"CZE","HHEXP","TOT","MLN_USD","A","2016",163421.080429312,
"CZE","HHEXP","TOT","MLN_USD","A","2017",173772.969183593,
"CZE","HHEXP","TOT","MLN_USD","A","2018",183353.431293166,
"CZE","HHEXP","TOT","MLN_USD","A","2019",188161.815213723,
"CZE","HHEXP","TOT","MLN_USD","A","2020",175224.041670641,
"DNK","HHEXP","TOT","MLN_USD","A","1970",10893.4737793038,
"DNK","HHEXP","TOT","MLN_USD","A","1971",11451.37553043,
"DNK","HHEXP","TOT","MLN_USD","A","1972",11848.16070077,
"DNK","HHEXP","TOT","MLN_USD","A","1973",13430.915312858,
"DNK","HHEXP","TOT","MLN_USD","A","1974",14492.8891593019,
"DNK","HHEXP","TOT","MLN_USD","A","1975",16194.3719143247,
"DNK","HHEXP","TOT","MLN_USD","A","1976",18385.4819292551,
"DNK","HHEXP","TOT","MLN_USD","A","1977",19969.8082037972,
"DNK","HHEXP","TOT","MLN_USD","A","1978",21728.6175329145,
"DNK","HHEXP","TOT","MLN_USD","A","1979",23903.1923545992,
"DNK","HHEXP","TOT","MLN_USD","A","1980",25884.8319361541,
"DNK","HHEXP","TOT","MLN_USD","A","1981",27849.4917044987,
"DNK","HHEXP","TOT","MLN_USD","A","1982",29810.3683934313,
"DNK","HHEXP","TOT","MLN_USD","A","1983",31672.8291853539,
"DNK","HHEXP","TOT","MLN_USD","A","1984",34025.1181747558,
"DNK","HHEXP","TOT","MLN_USD","A","1985",36792.8374936716,
"DNK","HHEXP","TOT","MLN_USD","A","1986",40273.6224104442,
"DNK","HHEXP","TOT","MLN_USD","A","1987",40724.9818631089,
"DNK","HHEXP","TOT","MLN_USD","A","1988",41540.9544531817,
"DNK","HHEXP","TOT","MLN_USD","A","1989",43492.8960752936,
"DNK","HHEXP","TOT","MLN_USD","A","1990",45766.0351707441,
"DNK","HHEXP","TOT","MLN_USD","A","1991",48063.5924459248,
"DNK","HHEXP","TOT","MLN_USD","A","1992",50610.7064736254,
"DNK","HHEXP","TOT","MLN_USD","A","1993",51424.8356595466,
"DNK","HHEXP","TOT","MLN_USD","A","1994",55993.3296268332,
"DNK","HHEXP","TOT","MLN_USD","A","1995",58132.0852653036,
"DNK","HHEXP","TOT","MLN_USD","A","1996",60761.6681546972,
"DNK","HHEXP","TOT","MLN_USD","A","1997",64113.0227404196,
"DNK","HHEXP","TOT","MLN_USD","A","1998",67220.0170824166,
"DNK","HHEXP","TOT","MLN_USD","A","1999",67515.8466450659,
"DNK","HHEXP","TOT","MLN_USD","A","2000",70091.8050614742,
"DNK","HHEXP","TOT","MLN_USD","A","2001",70022.4554332382,
"DNK","HHEXP","TOT","MLN_USD","A","2002",72884.9863277885,
"DNK","HHEXP","TOT","MLN_USD","A","2003",73899.9075275105,
"DNK","HHEXP","TOT","MLN_USD","A","2004",80057.361003789,
"DNK","HHEXP","TOT","MLN_USD","A","2005",83602.9452699058,
"DNK","HHEXP","TOT","MLN_USD","A","2006",90045.9292506767,
"DNK","HHEXP","TOT","MLN_USD","A","2007",95355.5194014857,
"DNK","HHEXP","TOT","MLN_USD","A","2008",99905.1445809765,
"DNK","HHEXP","TOT","MLN_USD","A","2009",98742.8223770573,
"DNK","HHEXP","TOT","MLN_USD","A","2010",102859.769773943,
"DNK","HHEXP","TOT","MLN_USD","A","2011",105845.161621776,
"DNK","HHEXP","TOT","MLN_USD","A","2012",108274.656494427,
"DNK","HHEXP","TOT","MLN_USD","A","2013",111400.438527017,
"DNK","HHEXP","TOT","MLN_USD","A","2014",112810.638015563,
"DNK","HHEXP","TOT","MLN_USD","A","2015",115716.205962065,
"DNK","HHEXP","TOT","MLN_USD","A","2016",119997.923647227,
"DNK","HHEXP","TOT","MLN_USD","A","2017",127318.234066048,
"DNK","HHEXP","TOT","MLN_USD","A","2018",136117.668922864,
"DNK","HHEXP","TOT","MLN_USD","A","2019",136518.430569682,
"DNK","HHEXP","TOT","MLN_USD","A","2020",140684.678655185,
"FIN","HHEXP","TOT","MLN_USD","A","1970",7026.14063467872,
"FIN","HHEXP","TOT","MLN_USD","A","1971",7451.786689137,
"FIN","HHEXP","TOT","MLN_USD","A","1972",8348.10771790981,
"FIN","HHEXP","TOT","MLN_USD","A","1973",9316.64786964846,
"FIN","HHEXP","TOT","MLN_USD","A","1974",10466.4115484312,
"FIN","HHEXP","TOT","MLN_USD","A","1975",11689.4576970946,
"FIN","HHEXP","TOT","MLN_USD","A","1976",12563.3141669242,
"FIN","HHEXP","TOT","MLN_USD","A","1977",13301.9973461099,
"FIN","HHEXP","TOT","MLN_USD","A","1978",14559.0783231931,
"FIN","HHEXP","TOT","MLN_USD","A","1979",16775.4455256853,
"FIN","HHEXP","TOT","MLN_USD","A","1980",19049.4581322565,
"FIN","HHEXP","TOT","MLN_USD","A","1981",21060.0952846757,
"FIN","HHEXP","TOT","MLN_USD","A","1982",23371.8622266036,
"FIN","HHEXP","TOT","MLN_USD","A","1983",25123.3383916869,
"FIN","HHEXP","TOT","MLN_USD","A","1984",26932.1160050627,
"FIN","HHEXP","TOT","MLN_USD","A","1985",29008.4160726915,
"FIN","HHEXP","TOT","MLN_USD","A","1986",30862.3897093218,
"FIN","HHEXP","TOT","MLN_USD","A","1987",33307.5170442099,
"FIN","HHEXP","TOT","MLN_USD","A","1988",36532.2022242679,
"FIN","HHEXP","TOT","MLN_USD","A","1989",39908.7573751657,
"FIN","HHEXP","TOT","MLN_USD","A","1990",41538.5735843232,
"FIN","HHEXP","TOT","MLN_USD","A","1991",41629.1873207363,
"FIN","HHEXP","TOT","MLN_USD","A","1992",40950.2737349279,
"FIN","HHEXP","TOT","MLN_USD","A","1993",40851.9859149091,
"FIN","HHEXP","TOT","MLN_USD","A","1994",42789.1063478452,
"FIN","HHEXP","TOT","MLN_USD","A","1995",45842.4148026699,
"FIN","HHEXP","TOT","MLN_USD","A","1996",48401.8304120915,
"FIN","HHEXP","TOT","MLN_USD","A","1997",51272.4222505221,
"FIN","HHEXP","TOT","MLN_USD","A","1998",54537.9513800845,
"FIN","HHEXP","TOT","MLN_USD","A","1999",57386.7536162956,
"FIN","HHEXP","TOT","MLN_USD","A","2000",60850.4621817456,
"FIN","HHEXP","TOT","MLN_USD","A","2001",62806.7493363511,
"FIN","HHEXP","TOT","MLN_USD","A","2002",65694.608110707,
"FIN","HHEXP","TOT","MLN_USD","A","2003",68791.1282599206,
"FIN","HHEXP","TOT","MLN_USD","A","2004",73726.8109364008,
"FIN","HHEXP","TOT","MLN_USD","A","2005",76540.4648457503,
"FIN","HHEXP","TOT","MLN_USD","A","2006",82497.3790795102,
"FIN","HHEXP","TOT","MLN_USD","A","2007",89865.2778650937,
"FIN","HHEXP","TOT","MLN_USD","A","2008",96563.11763604,
"FIN","HHEXP","TOT","MLN_USD","A","2009",96196.4003394894,
"FIN","HHEXP","TOT","MLN_USD","A","2010",101175.343089068,
"FIN","HHEXP","TOT","MLN_USD","A","2011",108080.914905294,
"FIN","HHEXP","TOT","MLN_USD","A","2012",109700.352495116,
"FIN","HHEXP","TOT","MLN_USD","A","2013",112653.809889666,
"FIN","HHEXP","TOT","MLN_USD","A","2014",115286.889938061,
"FIN","HHEXP","TOT","MLN_USD","A","2015",117573.052804421,
"FIN","HHEXP","TOT","MLN_USD","A","2016",124395.068835941,
"FIN","HHEXP","TOT","MLN_USD","A","2017",128193.184291024,
"FIN","HHEXP","TOT","MLN_USD","A","2018",133596.053734457,
"FIN","HHEXP","TOT","MLN_USD","A","2019",133603.484614039,
"FIN","HHEXP","TOT","MLN_USD","A","2020",131524.931734407,
"FRA","HHEXP","TOT","MLN_USD","A","1970",99423.2247560308,
"FRA","HHEXP","TOT","MLN_USD","A","1971",109436.961483613,
"FRA","HHEXP","TOT","MLN_USD","A","1972",118893.523768479,
"FRA","HHEXP","TOT","MLN_USD","A","1973",132350.652774053,
"FRA","HHEXP","TOT","MLN_USD","A","1974",150160.994944026,
"FRA","HHEXP","TOT","MLN_USD","A","1975",165855.081779083,
"FRA","HHEXP","TOT","MLN_USD","A","1976",184491.656586542,
"FRA","HHEXP","TOT","MLN_USD","A","1977",201516.248467408,
"FRA","HHEXP","TOT","MLN_USD","A","1978",223908.151596686,
"FRA","HHEXP","TOT","MLN_USD","A","1979",252067.271009167,
"FRA","HHEXP","TOT","MLN_USD","A","1980",282537.14628496,
"FRA","HHEXP","TOT","MLN_USD","A","1981",313931.829976405,
"FRA","HHEXP","TOT","MLN_USD","A","1982",342171.115486235,
"FRA","HHEXP","TOT","MLN_USD","A","1983",359683.624237802,
"FRA","HHEXP","TOT","MLN_USD","A","1984",375692.331430966,
"FRA","HHEXP","TOT","MLN_USD","A","1985",396050.869613938,
"FRA","HHEXP","TOT","MLN_USD","A","1986",419474.621319682,
"FRA","HHEXP","TOT","MLN_USD","A","1987",446576.482321221,
"FRA","HHEXP","TOT","MLN_USD","A","1988",479440.054295235,
"FRA","HHEXP","TOT","MLN_USD","A","1989",516298.156790346,
"FRA","HHEXP","TOT","MLN_USD","A","1990",552978.794569567,
"FRA","HHEXP","TOT","MLN_USD","A","1991",575200.162827647,
"FRA","HHEXP","TOT","MLN_USD","A","1992",597173.821731668,
"FRA","HHEXP","TOT","MLN_USD","A","1993",611692.362001076,
"FRA","HHEXP","TOT","MLN_USD","A","1994",634916.90715394,
"FRA","HHEXP","TOT","MLN_USD","A","1995",659449.688565571,
"FRA","HHEXP","TOT","MLN_USD","A","1996",688397.583829337,
"FRA","HHEXP","TOT","MLN_USD","A","1997",708422.617569491,
"FRA","HHEXP","TOT","MLN_USD","A","1998",743541.785643338,
"FRA","HHEXP","TOT","MLN_USD","A","1999",777483.143811686,
"FRA","HHEXP","TOT","MLN_USD","A","2000",851149.169004415,
"FRA","HHEXP","TOT","MLN_USD","A","2001",913315.479370221,
"FRA","HHEXP","TOT","MLN_USD","A","2002",946390.015565624,
"FRA","HHEXP","TOT","MLN_USD","A","2003",941789.732811683,
"FRA","HHEXP","TOT","MLN_USD","A","2004",976756.843987526,
"FRA","HHEXP","TOT","MLN_USD","A","2005",1033830.04051413,
"FRA","HHEXP","TOT","MLN_USD","A","2006",1080894.90046023,
"FRA","HHEXP","TOT","MLN_USD","A","2007",1134165.15642941,
"FRA","HHEXP","TOT","MLN_USD","A","2008",1172903.7808501,
"FRA","HHEXP","TOT","MLN_USD","A","2009",1180061.69253861,
"FRA","HHEXP","TOT","MLN_USD","A","2010",1230965.0113108,
"FRA","HHEXP","TOT","MLN_USD","A","2011",1282183.90742742,
"FRA","HHEXP","TOT","MLN_USD","A","2012",1289329.16162096,
"FRA","HHEXP","TOT","MLN_USD","A","2013",1343342.46673186,
"FRA","HHEXP","TOT","MLN_USD","A","2014",1358427.67619988,
"FRA","HHEXP","TOT","MLN_USD","A","2015",1362675.1061653,
"FRA","HHEXP","TOT","MLN_USD","A","2016",1431052.38723192,
"FRA","HHEXP","TOT","MLN_USD","A","2017",1462726.08529153,
"FRA","HHEXP","TOT","MLN_USD","A","2018",1514654.58352484,
"FRA","HHEXP","TOT","MLN_USD","A","2019",1541377.97126018,
"FRA","HHEXP","TOT","MLN_USD","A","2020",1484986.85142307,
"DEU","HHEXP","TOT","MLN_USD","A","1970",165948.683684218,
"DEU","HHEXP","TOT","MLN_USD","A","1971",182480.59792273,
"DEU","HHEXP","TOT","MLN_USD","A","1972",198871.275136333,
"DEU","HHEXP","TOT","MLN_USD","A","1973",215597.163565192,
